Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-12-31,170.52,170.59,169.22,169.23,25999922.0,0.0,1.0,168.58803167355526,168.65723858310926,167.30276049612374,167.3126471974886,25999922.0
2017-12-24,174.68,175.424,174.5,175.01,16349444.0,0.0,1.0,172.7008994413361,173.43647002288154,172.52293881676866,173.0271605863764,16349444.0
2017-12-17,173.63,174.17,172.46,173.97,40169307.0,0.0,1.0,171.66279579802602,172.19667767172834,170.50605173833767,171.9989436444312,40169307.0
2017-12-10,170.49,171.0,168.82,169.37,23355231.0,0.0,1.0,168.5583715694607,169.06259333906843,166.90729244152942,167.4510610165966,23355231.0
2017-12-03,169.95,171.67,168.5,171.05,39759288.0,0.0,1.0,168.02448969575835,169.7250023305139,166.59091799785398,169.11202684589273,39759288.0
2017-11-26,175.1,175.5,174.6459,174.97,14026673.0,0.0,1.0,173.11614089866012,173.51160895325444,172.66718578968195,172.98761378091697,14026673.0
2017-11-19,171.04,171.39,169.64,170.15,21899544.0,0.0,1.0,169.10214014452785,169.44817469229787,167.71800195344775,168.22222372305552,21899544.0
2017-11-12,175.11,175.38,174.27,174.67,25145500.0,0.63,1.0,173.126027600025,173.39296853687614,172.29554468537694,172.69101273997123,25145500.0
2017-11-05,174.0,174.26,171.12,172.5,59398631.0,0.0,1.0,171.4103606203936,171.6664910443091,168.57322361702157,169.93268509780398,59398631.0
2017-10-29,159.29,163.6,158.7,163.05,44454160.0,0.0,1.0,156.9192893288649,161.16514366377237,156.33807028997967,160.6233293054895,44454160.0
2017-10-22,156.61,157.75,155.96,156.25,23974146.0,0.0,1.0,154.27917572850484,155.40220912567293,153.638849668716,153.92453360308332,23974146.0
2017-10-15,156.73,157.28,156.41,156.99,16394188.0,0.0,1.0,154.39738977031197,154.93920412859484,154.08215232549287,154.65352019422753,16394188.0
2017-10-08,154.97,155.49,154.56,155.3,17407558.0,0.0,1.0,152.66358382380687,153.17584467163795,152.25968584763237,152.98867243877658,17407558.0
2017-10-01,153.21,154.13,152.0,154.12,26299810.0,0.0,1.0,150.92977787730175,151.83608553115667,149.73778628907945,151.8262343610061,26299810.0
2017-09-24,152.02,152.27,150.56,151.89,46645443.0,0.0,1.0,149.75748862938067,150.0037678831456,148.31921778739346,149.62942341742288,46645443.0
2017-09-17,158.47,160.97,158.0,159.88,49114602.0,0.0,1.0,156.11149337651594,158.57428591416527,155.64848837943785,157.50050836775014,49114602.0
2017-09-10,160.86,161.15,158.53,158.63,28611535.0,0.0,1.0,158.4659230425087,158.75160697687602,156.17060039741952,156.2691120989255,28611535.0
2017-09-03,164.8,164.94,163.63,164.05,16591051.0,0.0,1.0,162.34728408184407,162.4852004639524,161.19469717422416,161.60844632054926,16591051.0
2017-08-27,159.65,160.56,159.27,159.86,25480063.0,0.0,1.0,157.2739314542864,158.17038793799077,156.89958698856373,157.48080602744898,25480063.0
2017-08-20,157.86,159.5,156.72,157.5,27428069.0,0.0,1.0,155.5105719973295,157.12616390202746,154.3875386001614,155.155929871908,27428069.0
2017-08-13,156.6,158.5728,156.07,157.48,26257096.0,0.0,1.0,154.2693245583542,156.21276340566408,153.74721254037257,155.13622753160678,26257096.0
2017-08-06,156.07,157.4,155.69,156.39,20559852.0,0.0,1.0,153.126111264961,154.43102398350013,152.75327905966412,153.44007522731627,20559852.0
2017-07-30,149.89,150.23,149.19,149.5,17213653.0,0.0,1.0,147.06268224197478,147.39626895197725,146.37588607432264,146.6800386628543,17213653.0
2017-07-23,149.99,150.44,148.88,150.27,26252630.0,0.0,1.0,147.16079598021082,147.60230780227292,146.07173348579096,147.4355144472717,26252630.0
2017-07-16,147.97,149.33,147.33,149.04,20132061.0,0.0,1.0,145.17889846784314,146.51324530785308,144.55097054313262,146.2287154669686,20132061.0
2017-07-09,142.9,144.75,142.9,144.18,19201712.0,0.0,1.0,140.2045319392768,142.0196360966432,140.2045319392768,141.4603877886979,19201712.0
2017-07-02,144.45,144.96,143.78,144.02,23024107.0,0.0,1.0,141.72529488193513,142.22567494693885,141.0679328357538,141.30340580752025,23024107.0
2017-06-25,145.13,147.16,145.11,146.28,35439389.0,0.0,1.0,142.39246830194008,144.38417718813136,142.3728455542929,143.52077629165436,35439389.0
2017-06-18,143.78,144.5,142.2,142.27,50361093.0,0.0,1.0,141.0679328357538,141.77435175105316,139.51773577162461,139.58641538838984,50361093.0
2017-06-11,155.19,155.19,146.02,148.98,64882657.0,0.0,1.0,152.262710368484,152.262710368484,143.2656805722407,146.16984722402697,64882657.0
2017-06-04,153.58,155.45,152.89,155.45,27770715.0,0.0,1.0,150.68307918288406,152.51780608789764,150.00609438905545,152.51780608789764,27770715.0
2017-05-28,154.0,154.24,153.31,153.61,21927637.0,0.0,1.0,151.09515688347534,151.3306298552418,150.41817208964676,150.71251330435484,21927637.0
2017-05-21,153.38,153.98,152.63,153.06,26960788.0,0.0,1.0,150.48685170641198,151.07553413582812,149.7509986696418,150.1728877440567,26960788.0
2017-05-14,154.7,156.42,154.67,156.1,32527017.0,0.0,1.0,151.7819530511275,153.46950934878708,151.75251892965667,153.1555453864318,32527017.0
2017-05-07,146.76,148.98,146.76,148.96,27327725.0,0.0,1.0,143.4048753920758,145.5741233027491,143.4048753920758,145.55458052877907,27327725.0
2017-04-30,144.09,144.3,143.27,143.65,20860358.0,0.0,1.0,140.7959150670769,141.00111419376222,139.9946613343057,140.36597403973627,20860358.0
2017-04-23,142.44,142.68,141.85,142.27,17320928.0,0.0,1.0,139.18363621454947,139.41814950218983,138.6071243824336,139.01752263580423,17320928.0
2017-04-16,141.91,142.38,141.05,141.05,17822880.0,0.0,1.0,138.6657527043437,139.1250078926394,137.82541342363245,137.82541342363245,17822880.0
2017-04-09,143.73,144.18,143.27,143.34,16658543.0,0.0,1.0,140.44414513561637,140.88385754994204,139.9946613343057,140.0630610432008,16658543.0
2017-04-02,143.72,144.27,143.01,143.66,19661651.0,0.0,1.0,140.43437374863134,140.97180003280718,139.7406052726953,140.37574542672127,19661651.0
2017-03-26,141.5,141.74,140.35,140.64,22395563.0,0.0,1.0,138.2651258379581,138.49963912559846,137.1414163346814,137.42478655724682,22395563.0
2017-03-19,141.0,141.0,139.89,139.99,43884952.0,0.0,1.0,137.77655648870737,137.77655648870737,136.6919325333707,136.78964640322087,43884952.0
2017-03-12,139.25,139.3571,138.64,139.14,19612801.0,0.0,1.0,136.06656376632978,136.1712153209393,135.47050916024386,135.95907850949462,19612801.0
2017-03-05,138.78,139.83,138.59,139.78,21571121.0,0.0,1.0,135.6073085780341,136.63330421146065,135.4216522253188,136.58444727653557,21571121.0
2017-02-26,135.91,136.66,135.28,136.66,21776585.0,0.0,1.0,132.80292051333487,133.53577453721098,132.18732313327894,133.53577453721098,21776585.0
2017-02-19,135.1,135.83,135.1,135.72,22198197.0,0.0,1.0,132.01143816754868,132.72474941745477,132.01143816754868,132.61726416061958,22198197.0
2017-02-12,132.46,132.94,132.05,132.12,20065458.0,0.0,1.0,129.4317920035048,129.9008185787855,129.03116513711922,129.0995648460143,20065458.0
2017-02-05,128.31,129.19,128.16,129.08,24507301.0,0.0,1.0,124.83929743073548,125.6954939995068,124.69335483378583,125.58846942841039,24507301.0
2017-01-29,122.14,122.35,121.6,121.95,20562944.0,0.0,1.0,118.83619194287299,119.04051157860249,118.31079859385422,118.65133132007008,20562944.0
2017-01-22,120.45,120.45,119.7346,120.0,32597892.0,0.0,1.0,117.19190535057353,117.19190535057353,116.4958564581883,116.75407755972456,32597892.0
2017-01-15,119.11,119.62,118.81,119.04,26111948.0,0.0,1.0,115.88815148448994,116.38435631411878,115.59626629059063,115.82004493924677,26111948.0
2017-01-08,116.78,118.16,116.47,117.91,31751900.0,0.0,1.0,113.62117647853862,114.96384837047545,113.319561778176,114.72061070889269,31751900.0
2017-01-01,116.65,117.2,115.43,115.82,30586265.0,0.0,1.0,113.4946928945156,114.02981574999765,112.30769310599172,112.68714385806082,30586265.0
2016-12-25,115.59,116.52,115.59,116.52,14249484.0,0.0,1.0,112.46336520940469,113.36820931049255,112.46336520940469,113.36820931049255,14249484.0
2016-12-18,116.47,116.5,115.645,115.97,44351134.0,0.0,1.0,113.319561778176,113.34875029756593,112.51687749495288,112.83308645501047,44351134.0
2016-12-11,112.31,114.7,112.31,113.95,34402627.0,0.0,1.0,109.27208708943888,111.59743913417006,109.27208708943888,110.86772614942178,34402627.0
2016-12-04,109.17,110.09,108.85,109.9,26527997.0,0.0,1.0,106.21702205995942,107.11213665458398,105.90567785313348,106.92727603178108,26527997.0
2016-11-27,111.13,111.87,110.95,111.79,11475922.0,0.0,1.0,108.12400532676826,108.84398880505323,107.94887421042867,108.76615275334674,11475922.0
2016-11-20,109.72,110.54,109.66,110.06,28428917.0,0.0,1.0,106.75214491544149,107.54996444543295,106.69376787666162,107.08294813519404,28428917.0
2016-11-13,106.92,108.87,106.55,108.43,34143898.0,0.0,1.0,104.02788310571458,105.92513686606011,103.66789136657209,105.49703858167446,34143898.0
